"No.","Time","Source","Destination","Protocol","Length","Info"
"709","0.000154","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=518 Ack=6828 Win=131072 Len=0"
"710","0.000272","192.168.1.19","142.250.68.110","TCP","54","56978  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"711","0.000862","192.168.1.19","142.250.68.110","TLSv1.3","571","Client Hello (SNI=lh3.google.com)"
"712","0.007824","192.168.1.19","142.251.40.42","TLSv1.3","85","Application Data"
"713","0.027601","142.251.40.42","192.168.1.19","TLSv1.3","293","Application Data"
"714","0.000000","142.251.40.42","192.168.1.19","TLSv1.3","725","Application Data"
"715","0.000000","142.251.40.42","192.168.1.19","TLSv1.3","100","Application Data"
"716","0.000000","142.251.40.42","192.168.1.19","TLSv1.3","93","Application Data"
"717","0.000061","192.168.1.19","142.251.40.42","TCP","54","56974  >  443 [ACK] Seq=1819 Ack=2421 Win=130304 Len=0"
"718","0.001290","192.168.1.19","142.250.189.14","TLSv1.3","134","Change Cipher Spec, Application Data"
"719","0.003716","142.250.68.42","192.168.1.19","TCP","66","443  >  56980 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"720","0.000082","192.168.1.19","142.250.68.42","TCP","54","56980  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"721","0.000783","192.168.1.19","142.250.68.42","TLSv1.3","607","Client Hello (SNI=appsitemsuggest-pa.googleapis.com)"
"722","0.001071","192.168.1.19","142.250.189.14","TLSv1.3","2952","Application Data"
"723","0.013469","142.250.68.110","192.168.1.19","TCP","60","443  >  56978 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"724","0.003240","142.250.68.110","192.168.1.19","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"725","0.000092","142.250.68.110","192.168.1.19","TCP","2878","443  >  56978 [PSH, ACK] Seq=1413 Ack=518 Win=66816 Len=2824 [TCP segment of a reassembled PDU]"
"726","0.000032","192.168.1.19","142.250.68.110","TCP","54","56978  >  443 [ACK] Seq=518 Ack=4237 Win=131072 Len=0"
"727","0.000177","142.250.68.110","192.168.1.19","TCP","1466","443  >  56978 [PSH, ACK] Seq=4237 Ack=518 Win=66816 Len=1412 [TCP segment of a reassembled PDU]"
"728","0.000000","142.250.68.110","192.168.1.19","TLSv1.3","1233","Application Data"
"729","0.000076","192.168.1.19","142.250.68.110","TCP","54","56978  >  443 [ACK] Seq=518 Ack=6828 Win=131072 Len=0"
"730","0.003158","142.251.40.42","192.168.1.19","TCP","60","443  >  56974 [ACK] Seq=2421 Ack=1819 Win=70656 Len=0"
"731","0.000033","192.168.1.19","142.251.40.42","TLSv1.3","93","Application Data"
"732","0.027455","142.250.189.14","192.168.1.19","TCP","60","443  >  56976 [ACK] Seq=6828 Ack=2010 Win=69632 Len=0"
"733","0.000000","142.250.189.14","192.168.1.19","TCP","60","443  >  56976 [ACK] Seq=6828 Ack=3496 Win=72448 Len=0"
"734","0.003749","142.250.68.42","192.168.1.19","TCP","60","443  >  56980 [ACK] Seq=1 Ack=554 Win=65024 Len=0"
"735","0.008607","142.250.68.42","192.168.1.19","TLSv1.3","4290","Server Hello, Change Cipher Spec"
"736","0.000000","142.250.68.42","192.168.1.19","TLSv1.3","681","Application Data"
"737","0.000153","192.168.1.19","142.250.68.42","TCP","54","56980  >  443 [ACK] Seq=554 Ack=4864 Win=131072 Len=0"
"738","0.007119","142.251.40.42","192.168.1.19","TCP","60","443  >  56974 [ACK] Seq=2421 Ack=1858 Win=70656 Len=0"
"739","0.010163","192.168.1.19","142.250.68.42","TLSv1.3","1090","Change Cipher Spec, Application Data, Application Data, Application Data, Application Data"
"740","0.018713","192.168.1.19","142.250.68.110","TLSv1.3","134","Change Cipher Spec, Application Data"
"741","0.013852","192.168.1.19","142.250.68.110","TLSv1.3","2549","Application Data"
"742","0.011657","142.250.68.42","192.168.1.19","TLSv1.3","1048","Application Data, Application Data"
"743","0.000181","142.250.68.42","192.168.1.19","TLSv1.3","85","Application Data"
"744","0.000026","192.168.1.19","142.250.68.42","TCP","54","56980  >  443 [ACK] Seq=1590 Ack=5889 Win=130048 Len=0"
"745","0.018787","192.168.1.19","142.250.68.42","TLSv1.3","85","Application Data"
"746","0.004948","142.250.68.110","192.168.1.19","TCP","60","443  >  56978 [ACK] Seq=6828 Ack=598 Win=66816 Len=0"
"747","0.011404","142.250.68.110","192.168.1.19","TCP","60","443  >  56978 [ACK] Seq=6828 Ack=2010 Win=69632 Len=0"
"748","0.001012","142.250.68.110","192.168.1.19","TCP","60","443  >  56978 [ACK] Seq=6828 Ack=3093 Win=72448 Len=0"
"749","0.004015","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"750","0.000349","142.250.189.14","192.168.1.19","TLSv1.3","5702","Application Data, Application Data"
"751","0.000109","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=13888 Win=131072 Len=0"
"752","0.000174","142.250.189.14","192.168.1.19","TLSv1.3","235","Application Data"
"753","0.000084","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=14069 Win=131072 Len=0"
"754","0.029189","142.250.68.42","192.168.1.19","TCP","60","443  >  56980 [ACK] Seq=5889 Ack=1621 Win=68608 Len=0"
"755","0.000000","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"756","0.000250","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"757","0.000045","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=16893 Win=131072 Len=0"
"758","0.001418","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"759","0.000198","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"760","0.000052","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=19717 Win=131072 Len=0"
"761","0.003256","142.250.189.14","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"762","0.000128","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=22541 Win=131072 Len=0"
"763","0.004591","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"764","0.000118","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"765","0.000000","142.250.68.110","192.168.1.19","TLSv1.3","1466","Application Data"
"766","0.000079","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=25365 Win=131072 Len=0"
"767","0.000299","142.250.68.110","192.168.1.19","TLSv1.3","1103","Application Data"
"768","0.000000","142.250.68.110","192.168.1.19","TCP","1466","443  >  56978 [ACK] Seq=9289 Ack=3093 Win=72448 Len=1412 [TCP segment of a reassembled PDU]"
"769","0.000000","142.250.68.110","192.168.1.19","TLSv1.3","350","Application Data"
"770","0.000101","192.168.1.19","142.250.68.110","TCP","54","56978  >  443 [ACK] Seq=3093 Ack=10997 Win=131072 Len=0"
"771","0.011112","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"772","0.000089","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"773","0.000037","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=28189 Win=131072 Len=0"
"774","0.002191","142.250.189.14","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"775","0.000036","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=31013 Win=131072 Len=0"
"776","0.003359","142.250.189.14","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"777","0.000074","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=33837 Win=131072 Len=0"
"778","0.000565","192.168.1.19","8.8.8.8","TLSv1.3","421","Application Data"
"779","0.000040","192.168.1.19","8.8.8.8","TLSv1.3","421","Application Data"
"780","0.002749","142.250.189.14","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"781","0.000083","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=36661 Win=131072 Len=0"
"782","0.003340","142.250.189.14","192.168.1.19","TLSv1.3","2878","Application Data, Application Data, Application Data"
"783","0.000080","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=39485 Win=131072 Len=0"
"784","0.003544","142.250.189.14","192.168.1.19","TLSv1.3","2878","Application Data, Application Data, Application Data"
"785","0.000132","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=42309 Win=131072 Len=0"
"786","0.007076","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"787","0.000191","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"788","0.000065","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=45133 Win=131072 Len=0"
"789","0.001525","142.250.189.14","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"790","0.000093","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=47957 Win=131072 Len=0"
"791","0.003895","142.250.189.14","192.168.1.19","TLSv1.3","2878","Application Data, Application Data, Application Data"
"792","0.000151","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=50781 Win=131072 Len=0"
"793","0.002348","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"794","0.000835","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"795","0.000087","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=53605 Win=131072 Len=0"
"796","0.002718","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"797","0.000564","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data, Application Data"
"798","0.000097","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=56429 Win=131072 Len=0"
"799","0.003132","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"800","0.000248","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"801","0.000129","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=59253 Win=131072 Len=0"
"802","0.000245","8.8.8.8","192.168.1.19","TCP","60","443  >  56969 [ACK] Seq=6015 Ack=1332 Win=68864 Len=0"
"803","0.000775","8.8.8.8","192.168.1.19","TCP","60","443  >  56972 [ACK] Seq=6013 Ack=1332 Win=68864 Len=0"
"804","0.001883","142.250.189.14","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"805","0.000118","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=62077 Win=131072 Len=0"
"806","0.005496","8.8.8.8","192.168.1.19","TLSv1.3","1013","Application Data"
"807","0.000000","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"808","0.000000","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"809","0.000202","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=64901 Win=131072 Len=0"
"810","0.002284","142.250.189.14","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"811","0.000107","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=67725 Win=131072 Len=0"
"812","0.000390","8.8.8.8","192.168.1.19","TLSv1.3","1013","Application Data"
"813","0.002600","142.250.189.14","192.168.1.19","TLSv1.3","2878","Application Data, Application Data, Application Data"
"814","0.000108","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=70549 Win=131072 Len=0"
"815","0.002036","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"816","0.000170","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"817","0.000058","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=73373 Win=131072 Len=0"
"818","0.012789","142.250.189.14","192.168.1.19","TLSv1.3","11350","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"819","0.000112","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=84669 Win=131072 Len=0"
"820","0.000410","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"821","0.000489","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"822","0.000081","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=87493 Win=131072 Len=0"
"823","0.002073","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"824","0.000408","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"825","0.000101","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=90317 Win=131072 Len=0"
"826","0.000010","192.168.1.19","142.250.217.129","TCP","66","56982  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"827","0.002234","142.250.189.14","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"828","0.000089","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=93141 Win=131072 Len=0"
"829","0.002352","142.250.189.14","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"830","0.000092","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=95965 Win=131072 Len=0"
"831","0.000930","142.250.189.14","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"832","0.000103","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=98789 Win=131072 Len=0"
"833","0.001145","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"834","0.000199","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"835","0.000093","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=101613 Win=131072 Len=0"
"836","0.001303","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"837","0.000197","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"838","0.000170","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=104437 Win=131072 Len=0"
"839","0.001186","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"840","0.000000","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"841","0.000123","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=107261 Win=131072 Len=0"
"842","0.001963","142.250.189.14","192.168.1.19","TLSv1.3","2878","Application Data, Application Data, Application Data"
"843","0.000096","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=110085 Win=131072 Len=0"
"844","0.001311","142.250.189.14","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"845","0.000105","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=112909 Win=131072 Len=0"
"846","0.001205","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"847","0.000180","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"848","0.000081","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=115733 Win=131072 Len=0"
"849","0.000957","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"850","0.000212","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"851","0.000069","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=118557 Win=131072 Len=0"
"852","0.001743","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"853","0.001024","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"854","0.000082","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=121381 Win=131072 Len=0"
"855","0.000187","142.250.189.14","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"856","0.000068","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=124205 Win=131072 Len=0"
"857","0.002387","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"858","0.000303","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"859","0.000080","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=127029 Win=131072 Len=0"
"860","0.000246","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"861","0.000813","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"862","0.000087","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=129853 Win=131072 Len=0"
"863","0.000259","142.250.189.14","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"864","0.000101","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=132677 Win=131072 Len=0"
"865","0.002156","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"866","0.000000","142.250.189.14","192.168.1.19","TLSv1.3","622","Application Data"
"867","0.000125","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=134657 Win=131072 Len=0"
"868","0.000945","192.168.1.19","8.8.8.8","TCP","54","56972  >  443 [ACK] Seq=1332 Ack=6972 Win=130304 Len=0"
"869","0.000949","192.168.1.19","8.8.8.8","TCP","54","56969  >  443 [ACK] Seq=1332 Ack=6974 Win=130304 Len=0"
"870","0.026709","142.250.217.129","192.168.1.19","TCP","66","443  >  56982 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"871","0.000176","192.168.1.19","142.250.217.129","TCP","54","56982  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"872","0.004362","192.168.1.19","142.250.217.129","TLSv1.3","571","Client Hello (SNI=lh3.googleusercontent.com)"
"873","0.055035","142.250.217.129","192.168.1.19","TCP","60","443  >  56982 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"874","0.008705","142.250.217.129","192.168.1.19","TLSv1.3","4290","Server Hello, Change Cipher Spec"
"875","0.000190","192.168.1.19","142.250.217.129","TCP","54","56982  >  443 [ACK] Seq=518 Ack=4237 Win=131072 Len=0"
"876","0.001048","142.250.217.129","192.168.1.19","TCP","4290","443  >  56982 [PSH, ACK] Seq=4237 Ack=518 Win=66816 Len=4236 [TCP segment of a reassembled PDU]"
"877","0.000000","142.250.217.129","192.168.1.19","TLSv1.3","717","Application Data"
"878","0.000104","192.168.1.19","142.250.217.129","TCP","54","56982  >  443 [ACK] Seq=518 Ack=9136 Win=131072 Len=0"
"879","0.015888","Routerboardc_64:1a:b5","Broadcast","ARP","60","Who has 209.33.202.187? Tell 209.33.202.177"
"880","0.000000","Routerboardc_64:1a:b5","Broadcast","ARP","60","Who has 209.33.217.73? Tell 209.33.217.65"
"881","0.000000","Routerboardc_64:1a:b5","Broadcast","ARP","60","Who has 209.33.202.185? Tell 209.33.202.177"
"882","0.035380","192.168.1.19","142.250.217.129","TLSv1.3","134","Change Cipher Spec, Application Data"
"883","0.013921","192.168.1.19","142.250.217.129","TLSv1.3","2153","Application Data"
"884","0.037840","142.250.217.129","192.168.1.19","TCP","60","443  >  56982 [ACK] Seq=9136 Ack=598 Win=66816 Len=0"
"885","0.010537","142.250.217.129","192.168.1.19","TCP","60","443  >  56982 [ACK] Seq=9136 Ack=2010 Win=69632 Len=0"
"886","0.000378","142.250.217.129","192.168.1.19","TCP","60","443  >  56982 [ACK] Seq=9136 Ack=2697 Win=72448 Len=0"
"887","0.045448","142.250.217.129","192.168.1.19","TLSv1.3","1400","Application Data, Application Data"
"888","0.040238","142.250.68.42","192.168.1.19","TLSv1.3","302","Application Data"
"889","0.000000","142.250.68.42","192.168.1.19","TLSv1.3","1333","Application Data"
"890","0.000132","192.168.1.19","142.250.68.42","TCP","54","56980  >  443 [ACK] Seq=1621 Ack=7416 Win=131072 Len=0"
"891","0.001169","192.168.1.19","142.250.217.129","TCP","54","56982  >  443 [ACK] Seq=2697 Ack=10482 Win=129792 Len=0"
"892","0.000586","142.250.68.42","192.168.1.19","TLSv1.3","303","Application Data"
"893","0.000000","142.250.68.42","192.168.1.19","TLSv1.3","93","Application Data"
"894","0.000101","192.168.1.19","142.250.68.42","TCP","54","56980  >  443 [ACK] Seq=1621 Ack=7704 Win=130816 Len=0"
"895","0.030994","192.168.1.19","142.250.68.42","TLSv1.3","93","Application Data"
"896","0.045648","142.250.68.42","192.168.1.19","TCP","60","443  >  56980 [ACK] Seq=7704 Ack=1660 Win=68608 Len=0"
"897","0.089177","192.168.1.19","8.8.8.8","TLSv1.3","421","Application Data"
"898","0.000331","192.168.1.19","8.8.8.8","TLSv1.3","421","Application Data"
"899","0.027984","8.8.8.8","192.168.1.19","TCP","60","443  >  56972 [ACK] Seq=6972 Ack=1699 Win=69888 Len=0"
"900","0.006775","8.8.8.8","192.168.1.19","TCP","60","443  >  56969 [ACK] Seq=6974 Ack=1699 Win=69888 Len=0"
"901","0.000229","8.8.8.8","192.168.1.19","TLSv1.3","1013","Application Data"
"902","0.015490","8.8.8.8","192.168.1.19","TLSv1.3","1013","Application Data"
"903","0.015661","Routerboardc_64:1a:b5","Broadcast","ARP","60","Who has 209.33.202.184? Tell 209.33.202.177"
"904","0.000000","Routerboardc_64:1a:b5","Broadcast","ARP","60","Who has 209.33.202.186? Tell 209.33.202.177"
"905","0.000000","Routerboardc_64:1a:b5","Broadcast","ARP","60","Who has 209.33.202.189? Tell 209.33.202.177"
"906","0.011355","192.168.1.19","8.8.8.8","TCP","54","56972  >  443 [ACK] Seq=1699 Ack=7931 Win=131072 Len=0"
"907","0.000044","192.168.1.19","8.8.8.8","TCP","54","56969  >  443 [FIN, ACK] Seq=1699 Ack=7933 Win=131072 Len=0"
"908","0.001792","192.168.1.19","142.250.217.129","TCP","66","56985  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"909","0.000672","192.168.1.19","142.250.217.129","TCP","66","56986  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"910","0.025831","8.8.8.8","192.168.1.19","TCP","60","443  >  56969 [FIN, ACK] Seq=7933 Ack=1700 Win=69888 Len=0"
"911","0.000109","192.168.1.19","8.8.8.8","TCP","54","56969  >  443 [ACK] Seq=1700 Ack=7934 Win=131072 Len=0"
"912","0.028889","142.250.217.129","192.168.1.19","TCP","66","443  >  56985 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"913","0.000213","192.168.1.19","142.250.217.129","TCP","54","56985  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"914","0.002260","142.250.217.129","192.168.1.19","TCP","66","443  >  56986 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"915","0.000168","192.168.1.19","142.250.217.129","TCP","54","56986  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"916","0.003161","192.168.1.19","142.250.217.129","TLSv1.3","571","Client Hello (SNI=drive-thirdparty.googleusercontent.com)"
"917","0.000038","192.168.1.19","142.250.217.129","TLSv1.3","571","Client Hello (SNI=drive-thirdparty.googleusercontent.com)"
"918","0.047990","142.250.217.129","192.168.1.19","TCP","60","443  >  56986 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"919","0.009027","142.250.217.129","192.168.1.19","TCP","60","443  >  56985 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"920","0.000719","142.250.217.129","192.168.1.19","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"921","0.000353","142.250.217.129","192.168.1.19","TCP","7114","443  >  56986 [PSH, ACK] Seq=1413 Ack=518 Win=66816 Len=7060 [TCP segment of a reassembled PDU]"
"922","0.000000","142.250.217.129","192.168.1.19","TLSv1.3","717","Application Data"
"923","0.000123","192.168.1.19","142.250.217.129","TCP","54","56986  >  443 [ACK] Seq=518 Ack=9136 Win=131072 Len=0"
"924","0.001264","142.250.217.129","192.168.1.19","TLSv1.3","4290","Server Hello, Change Cipher Spec"
"925","0.000165","192.168.1.19","142.250.217.129","TCP","54","56985  >  443 [ACK] Seq=518 Ack=4237 Win=131072 Len=0"
"926","0.001906","142.250.217.129","192.168.1.19","TCP","1466","443  >  56985 [PSH, ACK] Seq=4237 Ack=518 Win=66816 Len=1412 [TCP segment of a reassembled PDU]"
"927","0.000088","192.168.1.19","142.250.217.129","TCP","54","56985  >  443 [ACK] Seq=518 Ack=5649 Win=131072 Len=0"
"928","0.000183","142.250.217.129","192.168.1.19","TCP","2878","443  >  56985 [PSH, ACK] Seq=5649 Ack=518 Win=66816 Len=2824 [TCP segment of a reassembled PDU]"
"929","0.000101","192.168.1.19","142.250.217.129","TCP","54","56985  >  443 [ACK] Seq=518 Ack=8473 Win=131072 Len=0"
"930","0.000093","142.250.217.129","192.168.1.19","TLSv1.3","717","Application Data"
"931","0.045928","192.168.1.19","142.250.217.129","TCP","54","56985  >  443 [ACK] Seq=518 Ack=9136 Win=130560 Len=0"
"932","0.014600","192.168.1.19","142.250.217.129","TLSv1.3","134","Change Cipher Spec, Application Data"
"933","0.000317","192.168.1.19","142.250.217.129","TLSv1.3","134","Change Cipher Spec, Application Data"
"934","0.053335","142.250.217.129","192.168.1.19","TCP","60","443  >  56986 [ACK] Seq=9136 Ack=598 Win=66816 Len=0"
"935","0.000119","192.168.1.19","142.250.217.129","TLSv1.3","517","Application Data"
"936","0.000279","142.250.217.129","192.168.1.19","TCP","60","443  >  56985 [ACK] Seq=9136 Ack=598 Win=66816 Len=0"
"937","0.000064","192.168.1.19","142.250.217.129","TLSv1.3","520","Application Data"
"938","0.043771","142.250.217.129","192.168.1.19","TCP","60","443  >  56986 [ACK] Seq=9136 Ack=1061 Win=67840 Len=0"
"939","0.000162","142.250.217.129","192.168.1.19","TLSv1.3","945","Application Data, Application Data"
"940","0.005799","142.250.217.129","192.168.1.19","TCP","60","443  >  56985 [ACK] Seq=9136 Ack=1064 Win=67840 Len=0"
"941","0.000693","142.250.68.10","192.168.1.19","TLSv1.2","136","Application Data"
"942","0.000498","142.250.217.129","192.168.1.19","TLSv1.3","945","Application Data, Application Data"
"943","0.014289","199.46.35.122","192.168.1.19","TLSv1.2","78","Application Data"
"944","0.000099","192.168.1.19","199.46.35.122","TCP","54","55901  >  443 [ACK] Seq=1 Ack=49 Win=1023 Len=0"
"945","0.024493","192.168.1.19","142.250.217.129","TCP","54","56986  >  443 [ACK] Seq=1061 Ack=10027 Win=130304 Len=0"
"946","0.015562","192.168.1.19","142.250.217.129","TCP","54","56985  >  443 [ACK] Seq=1064 Ack=10027 Win=131072 Len=0"
"947","0.000037","192.168.1.19","142.250.68.10","TCP","54","56931  >  443 [ACK] Seq=1 Ack=83 Win=509 Len=0"
"948","0.045032","Routerboardc_64:1a:b5","Broadcast","ARP","60","Who has 209.33.202.187? Tell 209.33.202.177"
"949","0.000000","Routerboardc_64:1a:b5","Broadcast","ARP","60","Who has 209.33.217.73? Tell 209.33.217.65"
"950","0.000000","142.250.189.14","192.168.1.19","TLSv1.3","313","Application Data"
"951","0.020794","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"952","0.000065","192.168.1.19","142.250.189.14","TCP","54","56976  >  443 [ACK] Seq=3496 Ack=136328 Win=131072 Len=0"
"953","0.000170","142.250.189.14","192.168.1.19","TLSv1.3","1466","Application Data"
"954","0.001377","142.250.189.14","192.168.1.19","TLSv1.3","4290","Application Data, Application Data, Application Data"
